Loc_ID,Lat,Long
134,33.83422,69.46026
135,31.77635,66.88271
136,34.39999,69.41899
137,33.88037,68.68259
138,30.04624,62.1683
139,35.61139,64.40361
140,33.26916,70.0912
141,37.4279,66.52817
142,35.07139,70.60944
143,37.06904,67.51087
144,38.01856,71.33839
145,33.56001,69.2263
146,37.17665,70.42211
147,37.35252,66.62654
148,34.94403,69.83017
149,34.64494,70.3968
150,31.24382,64.03161
151,31.36382,61.30272
152,35.85936,66.29409
153,34.89141,65.96997
154,32.92565,62.32221
155,33.79319,70.10073
156,35.2611,62.16762
157,36.33866,71.10258
158,37.02895,68.487
159,34.37916,69.53582
160,32.33567,67.86801
161,36.70588,69.10126
162,36.51881,65.99432
163,37.55965,70.57875
164,33.8548,69.65605
165,31.17267,66.1914
166,32.94951,70.22041
167,36.38736,67.31826
168,35.52835,68.07758
169,35.27908,69.30093
170,35.72898,70.05482
171,31.20919,62.41055
172,30.8988,63.4788
173,36.25587,69.85695
174,37.30108,65.56392
175,36.64127,72.638
176,37.22279,66.49656
177,36.2925,68.76556
178,37.8375,65.40833
179,32.4685,66.76377
180,33.89088,69.87274
181,31.94519,64.66511
182,34.82108,62.9263
183,34.5936,70.47897
184,31.24332,66.02013
185,33.44676,68.07233
186,34.40371,69.46001
187,37.17226,69.62489
188,32.89357,65.09311
189,33.81819,70.33828
190,34.14813,68.79233
191,37.26477,71.19421
192,35.41361,64.52917
193,33.11315,68.03722
194,34.1508,69.04438
195,34.04647,70.83153
196,34.72833,68.93778
197,31.62303,66.98558
198,34.69817,61.80967
199,34.80922,69.13341
200,36.69643,70.73061
201,34.67665,70.69247
202,33.82223,62.51235
203,34.02822,71.15264
204,32.19989,69.17598
205,33.07692,67.23696
206,34.7148,61.11321
207,36.11062,63.38264
208,36.2022,71.16063
209,33.92391,68.79096
210,32.22089,64.92005
211,33.95744,69.57592
212,36.77664,70.23002
213,36.47091,66.06921
214,36.66111,64.56222
215,33.41529,62.85735
216,36.94288,70.16783
217,32.00451,62.41638
218,34.50268,68.69756
219,34.30667,61.42667
220,34.70157,62.6165
221,36.84897,69.29644
222,35.92918,68.33473
223,34.15132,65.40302
224,35.3104,69.74102
225,37.29821,66.46069
226,36.83259,65.32071
227,31.84237,61.0569
228,35.24277,67.45191
229,32.05205,65.98484
230,35.61806,67.58998
231,36.07031,68.91511
232,35.08767,68.64784
233,36.31319,67.31339
234,32.92159,69.94531
235,37.5039,69.1135
236,32.64978,63.4795
237,37.47333,69.51667
238,36.32744,64.99828
239,31.53231,63.8634
240,37.07414,69.06294
241,37.22667,70.78333
242,34.66249,71.71935
243,35.18095,69.80504
244,35.51617,68.84869
245,34.32246,71.31688
246,35.81674,65.60234
247,34.03731,63.41966
248,32.40583,64.80721
249,37.05818,66.49325
250,33.46712,68.55749
251,35.35361,69.51139
252,37.02132,69.19093
253,33.50003,70.2292
254,34.18298,69.41671
255,33.94099,69.7677
256,37.27112,70.7288
257,33.20267,67.92828
258,34.56475,61.88165
259,37.02773,70.11464
260,34.89952,65.63093
261,35.17706,67.7579
262,35.44026,65.5809
263,35.05205,67.92317
264,34.54749,71.19218
265,36.62242,69.51037
266,35.37283,71.67339
267,34.36744,68.5492
268,35.31348,69.63019
269,35.21156,67.47734
270,37.14635,67.1972
271,37.31254,70.50664
272,34.88376,69.65427
273,36.53068,68.40829
274,33.80355,69.28573
275,36.77571,69.07958
276,32.05506,67.0074
277,34.67333,71.75809
278,36.33333,71.23333
279,35.27311,70.76697
280,37.235,65.83341
281,37.28293,64.74376
282,35.60251,69.02719
283,32.3987,62.02397
284,29.85144,65.65765
285,35.47616,64.15074
286,33.1362,69.71711
287,34.50529,70.0193
288,33.60253,69.37908
289,32.74195,68.32
290,30.78206,62.99802
291,34.5965,70.08049
292,33.82011,69.95806
293,37.04172,68.99095
294,34.04573,62.64959
295,35.47796,62.7078
296,33.56232,65.58398
297,35.27076,68.9087
298,34.4929,69.55062
299,35.08764,69.41878
300,34.30474,68.63863
301,34.92972,69.64993
302,36.31474,68.45081
303,35.59156,68.90397
304,34.74352,69.59654
305,37.56528,67.24972
306,34.96292,69.84519
307,34.71468,69.90934
308,34.9973,70.07125
309,33.14331,68.7466
310,32.79806,68.99278
311,32.66991,61.90194
312,33.24355,68.76971
313,33.70278,66.62233
314,34.60914,71.47863
315,34.66597,70.8746
316,34.10204,69.95634
317,31.96144,65.27098
318,34.25469,68.61524
319,35.31891,68.15273
320,34.00561,68.47618
321,33.85599,64.45566
322,36.49006,64.67299
323,35.95794,69.17134
324,35.64634,66.48799
325,37.00922,69.97805
326,37.90845,70.7482
327,37.19233,70.85814
328,36.16115,69.22985
329,37.85355,70.29617
330,34.00951,68.84705
331,34.43583,70.40778
332,34.64015,71.21302
333,33.29704,68.97308
334,33.94545,67.73516
335,33.50568,68.37045
336,34.03067,69.64983
337,16.79717,-61.51573
338,16.68333,-62.12667
339,17.51667,-62.17
340,16.73682,-62.14046
341,16.66333,-61.47333
342,16.71741,-61.45136
343,17.97333,-62.23333
344,16.70565,-62.17466
345,16.71671,-62.16303
346,18.60704,-62.66783
347,18.55,-63.40333
348,18.54667,-62.66333
349,18.65601,-63.4002
350,17.88,-62.70667
351,39.34833,19.69444
352,39.54556,20.33528
353,39.52028,20.43222
354,40.06278,19.83528
355,40.10917,19.75194
356,39.34889,19.82139
357,39.54778,20.70833
358,40.25639,20.39833
359,39.51611,19.76861
360,40.34111,19.73778
361,40.21861,20.45917
362,40.59139,20.35139
363,40.97778,20.63694
364,41.83222,19.96056
365,41.32083,20.62083
366,42.40056,20.9225
367,41.54611,20.63
368,41.47667,19.94611
369,41.15472,20.39556
370,41.14694,20.45694
371,40.94306,20.88889
372,40.24194,21.04028
373,40.225,20.9225
374,39.87472,19.91944
375,40.27889,19.75389
376,39.60667,19.61889
377,40.83722,19.77472
378,40.58472,20.78222
379,42.24833,20.74694
380,40.56333,20.31917
381,41.14417,20.44194
382,41.34472,19.69833
383,41.01111,20.93556
384,40.55333,20.17306
385,39.99722,19.86333
386,41.29083,20.73167
387,40.64583,20.34917
388,41.63222,19.97417
389,41.27472,19.71944
390,40.03528,20.47472
391,41.18694,19.73139
392,41.34528,20.07306
393,40.99722,20.09
394,41.46111,20.06833
395,40.45722,20.67639
396,41.12611,19.93056
397,41.4475,20.49833
398,41.87,20.04361
399,42.44056,20.79417
400,41.66,20.28583
401,40.71194,20.45333
402,42.24611,19.87833
403,41.71417,20.59833
404,41.2775,20.58917
405,40.46528,19.87944
406,41.33361,19.63917
407,41.43028,20.87639
408,41.11278,19.66944
409,40.76389,20.78806
410,39.7975,19.85972
411,42.40333,20.45056
412,41.44667,20.21528
413,40.77306,20.20889
414,40.67611,20.1125
415,41.00417,20.62028
416,40.80833,20.06333
417,41.33194,19.90861
418,41.53333,20.57833
419,40.30222,20.39806
420,41.02583,21.2075
421,40.5125,21.0025
422,40.49111,20.49278
423,40.465,20.30611
424,40.53944,20.72611
425,40.50944,20.78833
426,42.075,20.77889
427,40.58361,20.75167
428,41.09083,20.06556
429,42.13333,20.47333
430,41.59472,20.51194
431,39.79333,19.86667
432,40.45139,20.38833
433,40.49667,19.66833
434,40.62694,19.60361
435,40.03556,20.28444
436,40.90028,20.40028
437,40.20917,21.28833
438,42.05417,20.80528
439,41.09,19.85
440,41.27889,20.11306
441,41.07583,21.01972
442,42.03861,20.43028
443,40.96917,20.63361
444,42.03139,19.75861
445,41.3275,19.69528
446,40.46667,20.57222
447,40.87944,19.945
448,40.36444,21.09861
449,39.67111,20.64306
450,39.84139,20.22722
451,40.88694,19.93333
452,40.38667,20.01139
453,40.30222,20.8925
454,39.67667,20.5075
455,41.55083,20.46222
456,40.79056,20.46611
457,40.40889,20.54889
458,42.12972,19.77361
459,41.16778,20.70361
460,41.72694,20.75194
461,41.44194,19.73889
462,41.84694,20.11333
463,40.97861,20.39083
464,42.37806,19.95194
465,40.46556,19.85111
466,41.10694,20.47667
467,40.62611,20.31972
468,39.97306,19.80944
469,41.42944,20.05722
470,40.50167,20.3575
471,41.50889,20.02667
472,42.4875,19.6525
473,40.82667,20.75722
474,40.22833,21.21417
475,40.49972,19.86444
476,40.83556,20.64
477,42.5475,20.76028
478,41.21444,20.11
479,39.77583,20.51889
480,41.3525,19.85889
481,41.80806,20.08583
482,40.74306,20.34972
483,41.61778,19.63111
484,42.04972,19.93139
485,41.47611,19.85194
486,41.43056,20.69111
487,41.87194,20.62222
488,41.72222,19.71667
489,40.68889,20.12444
490,42.65056,19.61694
491,42.52694,20.04083
492,40.69778,20.98889
493,40.7625,20.40222
494,40.26333,20.47222
495,40.96139,21.15361
496,39.6425,19.82333
497,42.02361,20.35833
498,40.92917,20.56111
499,40.80417,19.82722
500,40.0275,20.85028
501,40.48139,21.095
502,40.82056,20.66056
503,39.74806,20.88083
504,41.55833,20.83472
505,40.765,19.68472
506,42.18861,20.79194
507,41.96028,20.37889
508,41.84167,20.55194
509,42.66639,19.75639
510,41.505,20.4125
511,41.49139,20.3
512,41.78056,19.88194
513,40.3175,21.38
514,42.33472,20.7125
515,40.47583,20.25722
516,39.91778,20.29833
517,40.77667,19.81444
518,42.30306,20.64833
519,41.34583,20.01417
520,42.58472,19.67694
521,42.64,20.51278
522,40.88694,19.95556
523,41.50639,20.45972
524,40.31806,20.79806
525,40.96111,19.76
526,39.97917,19.8925
527,39.69222,19.53389
528,41.10917,19.32972
529,42.00778,19.35917
530,41.77944,20.1975
531,41.75972,19.55028
532,41.69444,19.8775
533,41.72806,19.87778
534,39.85972,19.36083
535,41.69083,19.255
536,40.16667,19.80972
537,42.18833,19.09556
538,41.05167,20.33222
539,41.64917,20.06417
540,40.46889,20.22778
541,41.47528,20.17472
542,41.31278,20.23333
543,40.38306,19.83278
544,41.7175,19.47889
545,41.1675,20.03778
546,40.7,19.93417
547,41.54,19.1725
548,41.77056,19.21778
549,41.09111,19.4275
550,41.00806,19.56806
551,41.36889,20.05944
552,42.37828,19.14258
553,41.64556,19.26722
554,40.65417,19.43611
555,41.38083,20.03333
556,41.45361,19.96389
557,40.79333,19.91333
558,40.69861,19.55778
559,41.99944,19.485
560,40.04639,19.33972
561,42.01528,20.055
562,42.11139,19.51167
563,40.20056,19.29583
564,40.30083,20.02833
565,41.38444,19.46611
566,40.75639,19.30528
567,42.1475,19.52556
568,41.66278,19.18028
569,41.33778,20.17111
570,41.64444,19.65056
571,40.3375,19.36222
572,40.54639,19.21139
573,41.69306,20.19722
574,41.73972,19.505
575,41.71444,19.52972
576,40.54333,20.24472
577,41.04722,19.27278
578,40.40028,19.54417
579,40.36917,19.97444
580,41.5475,19.99611
581,41.62306,20.16306
582,41.43,19.40917
583,41.12889,20.25306
584,40.69611,20.06111
585,40.25278,19.95083
586,41.07333,19.28944
587,41.03389,20.20667
588,41.37167,20.32083
589,40.68472,20.2275
590,40.34389,19.53528
591,40.71528,19.15139
592,41.015,19.80694
593,41.05417,19.39833
594,42.55444,19.38806
595,40.96444,20.1325
596,40.90389,19.25583
597,42.02389,20.04556
598,40.00167,20.36028
599,40.37361,19.91944
600,41.74861,19.89306
601,41.9075,20.02222
602,40.99917,19.2075
603,40.8175,19.24389
604,40.58194,20.015
605,40.77278,20.30444
606,40.50444,19.22222
607,41.44361,19.31361
608,40.31611,19.15972
609,42.66472,19.57167
610,41.45444,19.90972
611,41.29556,20.08306
612,40.78333,19.42639
613,41.13389,20.14667
614,40.4175,19.36556
615,40.39667,19.36667
616,41.16028,19.58667
617,41.67972,19.82528
618,40.77056,19.9275
619,41.23194,20.07083
620,41.10917,20.16278
621,41.53556,20.28139
622,40.08861,20.24444
623,40.50083,19.55056
624,40.73944,19.21222
625,42.57361,19.80639
626,41.22167,19.63556
627,40.42417,19.24389
628,41.42667,20.04611
629,41.49556,19.88694
630,41.10306,19.21806
631,41.9925,19.78917
632,41.69972,19.36028
633,40.66306,19.39611
634,40.60194,19.40778
635,41.73167,19.37028
636,41.48889,19.32694
637,41.04806,19.45139
638,40.23,19.44833
639,41.26417,19.52944
640,41.59333,19.52861
641,41.90528,19.95
642,41.30167,19.40972
643,41.96194,19.11417
644,39.71167,19.43472
645,40.79028,19.90694
646,40.17194,19.37583
647,41.78278,19.38972
648,42.35306,19.26778
649,41.93611,20.39083
650,42.435,19.88472
651,41.82917,19.86889
652,40.20194,20.17833
653,40.61944,20.3475
654,40.55806,19.21583
655,41.47194,19.60361
656,41.32306,19.25083
657,41.48056,19.92472
658,41.30778,19.38528
659,41.42556,19.40389
660,41.69306,19.24806
661,41.32028,19.26
662,41.79833,20.02778
663,40.84,20.15667
664,41.01583,19.8125
665,40.47722,20.12528
666,41.07667,19.87667
667,41.06389,19.92611
668,40.95556,20.17694
669,41.69306,19.06139
670,40.23056,20.01083
671,41.30667,19.14944
672,41.10556,19.10389
673,41.64,20.01472
674,41.73361,20.24583
675,42.33167,19.74056
676,42.22556,19.26444
677,40.34028,19.43056
678,41.84944,19.54583
679,41.39167,19.57583
680,40.92333,19.93611
681,42.46944,20.26972
682,41.15806,19.24083
683,41.85417,19.35167
684,40.65778,19.30917
685,41.60528,19.57111
686,41.03,19.3275
687,41.61528,19.17167
688,41.03583,20.30222
689,40.625,20.21194
690,41.93194,19.52917
691,40.48472,19.53917
692,40.94889,19.37472
693,40.69528,20.11528
694,40.89389,20.11694
695,40.18639,19.96611
696,40.98444,19.48667
697,41.2575,20.14528
698,41.57583,19.16472
699,42.17917,19.27028
700,41.81222,19.14667
701,41.22056,19.46694
702,41.07667,19.43722
703,40.9075,19.47806
704,40.83694,19.98361
705,42.69734,20.37679
706,39.95732,45.15162
707,39.4212,44.70063
708,39.59611,45.07171
709,39.47799,44.32531
710,39.38389,45.01239
711,39.61515,44.18937
712,40.27114,44.96917
713,40.09236,45.74389
714,39.93557,46.69221
715,40.30421,45.10217
716,39.391,45.80653
717,39.89792,46.81723
718,39.48759,44.41397
719,40.23802,44.30721
720,39.0467,45.92787
721,40.28845,44.22973
722,39.44568,44.90186
723,39.23253,46.26433
724,39.37022,44.87907
725,40.1612,44.36899
726,40.30167,44.85317
727,39.27292,46.64458
728,40.05758,45.70004
729,39.20224,46.73284
730,39.50755,46.73576
731,39.48173,46.0623
732,39.17288,46.67816
733,39.42123,45.03043
734,39.44306,45.67664
735,39.60059,46.7472
736,39.63653,44.22649
737,40.34157,44.19681
738,39.88491,45.98732
739,39.17742,46.31241
740,40.33726,44.89394
741,39.62436,44.97229
742,40.34845,44.26981
743,39.54327,44.98984
744,40.2036,44.3393
745,39.16405,46.29047
746,39.56144,44.91447
747,39.56181,45.71002
748,39.43532,44.48902
749,40.03913,44.85991
750,40.18166,45.06489
751,39.25017,46.32123
752,40.13222,44.84753
753,39.43405,44.96274
754,38.82684,46.8846
755,40.28195,45.0414
756,41.05013,44.23819
757,39.68351,44.53709
758,40.90083,44.08889
759,40.22693,45.18827
760,39.70109,44.77209
761,40.6095,45.04086
762,39.85111,44.16361
763,41.02,43.38
764,39.74167,44.55619
765,39.81428,45.50209
766,41.25302,44.96155
767,39.77186,43.76018
768,40.52557,43.97462
769,39.96053,44.18139
770,39.97678,44.61509
771,41.52081,44.66381
772,41.11426,43.40474
773,39.74328,45.64068
774,40.37434,44.95038
775,39.64046,44.94546
776,40.83838,44.36811
777,40.8734,45.2769
778,39.88272,45.3911
779,39.83928,45.83342
780,40.26549,45.79769
781,39.80578,44.99879
782,40.50698,44.29873
783,40.67869,44.04252
784,40.68778,44.78628
785,40.49701,45.86132
786,40.87089,44.67879
787,39.80254,45.98286
788,41.01029,45.34738
789,40.58075,44.59026
790,40.30428,44.59241
791,41.17849,44.48144
792,40.86259,44.41025
793,40.4882,45.58096
794,41.44072,43.98462
795,40.40015,43.74476
796,40.04428,44.24387
797,41.18221,44.57731
798,40.27105,43.71551
799,40.43712,43.65108
800,40.86439,45.04796
801,40.41023,43.98649
802,41.45693,44.44043
803,41.24042,43.60582
804,40.79296,44.073
805,39.75486,44.22876
806,40.1584,45.24868
807,39.97053,45.51059
808,41.34531,45.50486
809,41.01992,43.46915
810,41.09487,43.8222
811,40.53043,43.81407
812,39.85516,43.89331
813,39.89576,44.95407
814,40.53505,44.73328
815,40.43865,43.76629
816,39.86853,44.74631
817,41.04026,44.44666
818,40.02326,44.82319
819,40.1851,44.29021
820,40.68248,44.98696
821,39.9146,43.94456
822,40.52206,44.34969
823,41.43321,44.96341
824,41.48244,45.29917
825,39.9573,45.0263
826,40.70105,44.95027
827,41.53886,44.67336
828,39.6196,44.24952
829,39.69563,44.35242
830,40.39384,44.72403
831,39.84229,43.99774
832,40.00547,45.53718
833,39.76046,45.619
834,41.22695,45.71179
835,40.37236,44.3169
836,41.14767,44.35274
837,39.80347,44.59863
838,40.68523,44.18107
839,39.80462,44.40584
840,39.70857,44.21831
841,40.51534,45.79838
842,40.51335,44.43042
843,40.57825,45.42809
844,40.99376,43.68653
845,40.80156,44.62877
846,39.70302,44.67962
847,39.8414,44.77033
848,40.27259,43.55783
849,40.27611,44.95147
850,40.60196,44.27928
851,39.72762,44.73591
852,40.49768,44.9945
853,39.70734,44.82012
854,40.50486,44.1179
855,40.38381,44.30474
856,40.19453,43.56862
857,41.20715,43.49938
858,39.73637,45.58507
859,40.53726,43.6939
860,41.28717,44.38142
861,40.48933,44.87467
862,40.4482,44.56024
863,40.46538,44.69344
864,40.44532,43.95435
865,40.78676,44.44249
866,40.23118,44.26851
867,39.74507,43.88541
868,40.85757,45.2719
869,40.10462,45.43281
870,39.88146,45.45038
871,40.60534,44.28036
872,40.66999,44.48584
873,41.10456,44.1139
874,40.95721,43.77058
875,40.62668,45.5621
876,40.85697,44.74046
877,40.49048,45.87785
878,39.95235,44.02665
879,39.76444,44.92972
880,40.68407,44.29693
881,40.60739,44.88511
882,41.15572,44.34071
883,40.00398,45.51386
884,40.53701,43.70192
885,40.38482,44.92596
886,40.48877,45.52851
887,40.86748,45.0662
888,40.54446,44.43815
889,40.50166,44.67523
890,40.47614,45.29847
891,41.1942,43.47528
892,40.57715,44.09144
893,39.72585,44.04594
894,39.96091,45.27924
895,40.4546,44.15025
896,40.5069,44.57608
897,40.45495,45.10093
898,40.51255,44.58915
899,39.71844,44.90369
900,39.69405,43.56203
901,39.77493,44.74054
902,40.2434,45.2579
903,39.81931,45.07442
904,40.18031,45.21918
905,40.77438,44.31476
906,40.37241,45.02769
907,40.55412,44.9915
908,39.83957,45.56337
909,40.80891,44.13107
910,41.14028,43.79664
911,39.69275,44.85259
912,40.34533,44.81372
913,40.39391,44.40334
914,40.31984,44.25376
915,41.3417,44.35003
916,40.94497,45.5767
917,40.62373,44.66171
918,41.07103,45.22362
919,40.87972,44.45851
920,40.47674,44.75494
921,39.87664,43.56538
922,41.56118,44.44217
923,40.93655,45.75498
924,40.82591,44.28812
925,40.67485,44.28396
926,39.998,44.66138
927,40.84294,44.15105
928,40.53135,45.73901
929,40.53763,44.11978
930,39.64604,44.19889
931,40.46993,43.64608
932,40.57373,44.26426
933,40.88358,45.20737
934,41.07959,43.46727
935,40.47312,44.12173
936,39.66258,44.16905
937,40.58571,43.88692
938,40.38641,44.37797
939,39.76315,44.4498
940,41.32951,44.90033
941,39.7808,43.86543
942,39.76248,45.68698
943,39.9691,44.74204
944,40.68887,44.23848
945,39.92626,44.28663
946,40.77997,44.22648
947,40.64848,43.4522
948,39.7984,44.54375
949,39.99943,44.29828
950,40.51876,44.03916
951,40.38097,43.78474
952,40.97345,43.74419
953,39.71963,44.19179
954,41.11226,43.5829
955,39.76945,44.44127
956,41.22039,43.90438
957,39.8225,44.06068
958,40.82351,44.48631
959,39.82811,44.042
960,40.44195,44.45721
961,40.45276,44.17583
962,39.90095,45.01351
963,39.7144,43.90257
964,40.16887,44.05279
965,40.25323,44.0489
966,39.70666,44.62157
967,40.33013,44.28756
968,40.64442,44.1172
969,41.47766,44.35316
970,40.59883,44.33481
971,40.46886,45.38568
972,40.38003,44.30027
973,40.54237,44.57974
974,40.22195,45.03581
975,40.69072,44.86845
976,39.94932,43.73033
977,39.96741,44.94656
978,40.44851,44.91742
979,40.63083,44.14889
980,40.46533,44.24957
981,40.32787,44.19565
982,40.48568,44.78988
983,40.85503,44.63967
984,41.25056,43.79278
985,40.64204,45.51551
986,40.59784,45.43971
987,40.50947,45.83033
988,40.71356,44.05483
989,39.87869,44.73957
990,40.58539,45.06459
991,40.01472,44.74139
992,39.8475,43.53639
993,40.43562,44.31484
994,40.50481,44.50998
995,40.45444,43.90528
996,39.88344,44.01832
997,39.75393,44.74894
998,39.79547,44.80334
999,40.50121,44.70067
1000,39.70114,44.78453
1001,40.47444,45.16222
1002,40.57701,44.80212
1003,40.50367,44.59957
1004,40.41551,44.58604
1005,40.45303,44.70629
1006,40.45327,43.98891
1007,40.41428,44.01846
1008,39.80158,43.94917
1009,40.50307,43.97169
1010,39.88192,43.91227
1011,40.52861,44.77333
1012,39.7251,44.76129
1013,39.60752,44.88999
1014,40.38779,44.14252
1015,40.40712,44.06934
1016,-9.35078,20.71155
1017,-8.79915,21.08466
1018,-11.94,20.47333
1019,-11.03727,21.84466
1020,-11.32,20.13
1021,-11.41715,20.37148
1022,-8.00874,15.38131
1023,-5.7849,12.75894
1024,-7.59116,13.1766
1025,-9.60782,15.29162
1026,-6.64703,13.9301
1027,-9.93015,15.96096
1028,-8.46682,12.89432
1029,-8.21848,13.98425
1030,-7.86812,14.98495
1031,-5.19,12.6
1032,-11.73669,14.74719
1033,-10.83605,13.45371
1034,-10.42366,15.34995
1035,-17.43667,15.35333
1036,-15.58611,11.78222
1037,-14.9785,17.29099
1038,-11.41333,19.52667
1039,-15.31717,13.1225
1040,-12.53667,15.64333
1041,-12.7044,13.20601
1042,-12.70333,16.53333
1043,-13.09611,16.04917
1044,-12.47667,16.95333
1045,-12.09002,13.92677
1046,-11.85,17.61333
1047,-12.37667,17.78333
1048,-13.48333,14.98333
1049,-13.36333,15.42667
1050,-13.1625,15.20056
1051,-12.94626,13.79547
1052,-11.96261,15.73358
1053,-13.25244,14.59238
1054,-77.546,166.336
1055,-33.78814,-58.68858
1056,-28.64913,-59.23846
1057,-29.78914,-57.13841
1058,-33.41207,-58.31798
1059,-28.09752,-59.03515
1060,-31.36565,-59.58182
1061,-32.06727,-58.38596
1062,-34.29907,-58.85263
1063,-30.92101,-59.595
1064,-31.5653,-58.63689
1065,-37.61394,-56.65304
1066,-26.27209,-58.98134
1067,-31.8132,-58.04082
1068,-31.16567,-57.52257
1069,-35.70796,-57.00691
1070,-27.70679,-54.34312
1071,-33.01573,-58.54323
1072,-31.42358,-57.9735
1073,-28.34641,-56.00471
1074,-34.72603,-58.95962
1075,-37.69167,-59.45316
1076,-31.45135,-60.25477
1077,-35.11004,-59.36958
1078,-31.61794,-59.57872
1079,-30.44671,-58.45777
1080,-35.405,-58.82276
1081,-26.29667,-53.81333
1082,-28.14939,-55.71077
1083,-26.80132,-55.73867
1084,-27.87318,-58.44891
1085,-28.21357,-55.06541
1086,-29.37746,-58.76287
1087,-30.63768,-59.40696
1088,-32.48476,-59.15622
1089,-31.20004,-57.58162
1090,-27.0674,-55.91091
1091,-31.31487,-58.13524
1092,-28.26457,-58.38817
1093,-34.01913,-59.96663
1094,-26.27207,-54.41842
1095,-35.09962,-58.43675
1096,-27.62585,-57.93964
1097,-27.1079,-58.95454
1098,-28.50306,-58.36733
1099,-34.3566,-58.25058
1100,-32.78654,-58.76569
1101,-29.98452,-58.39167
1102,-28.09979,-56.1626
1103,-30.22781,-59.6017
1104,-28.21427,-54.74509
1105,-34.10145,-58.19776
1106,-27.62586,-55.8539
1107,-31.04961,-59.0284
1108,-25.90262,-58.94039
1109,-27.73123,-58.12214
1110,-36.72694,-57.12351
1111,-38.04653,-59.98954
1112,-27.41586,-55.59731
1113,-33.87968,-59.85945
1114,-34.11972,-59.14333
1115,-35.26708,-60.08788
1116,-28.63384,-58.30591
1117,-27.31333,-55.35
1118,-31.95286,-59.54545
1119,-35.74794,-59.65271
1120,-27.20754,-58.40945
1121,-25.02209,-57.8975
1122,-34.91333,-58.68333
1123,-27.83056,-58.64389
1124,-28.75,-59.25
1125,-37.0745,-59.39973
1126,-35.17619,-57.92733
1127,-34.39418,-57.95265
1128,-31.21713,-58.31527
1129,-27.87414,-59.26906
1130,-27.71218,-59.47206
1131,-26.40598,-54.66402
1132,-26.14779,-54.40476
1133,-25.58641,-54.96089
1134,-27.26069,-55.5157
1135,-25.21912,-54.89355
1136,-34.12333,-58.82333
1137,-26.38517,-54.32306
1138,-26.08843,-54.36463
1139,-26.53173,-58.86538
